text_id,pokemon_id,generation,version,group,text
27,0006,第七世代,Let's Go! 伊布,精灵宝可梦 Let's Go! 皮卡丘／Let's Go! 伊布,"从口中喷出灼热的火焰时，尾巴尖端的红色火焰会燃烧得更加猛烈。全身充斥着非比寻常的力量，这种力量染黑了它的身体，燃烧出炽热的蓝色火焰。（超级喷火龙Ｘ）
与训练家的牵绊是它的力量之源。它引以为傲的飞行能力完全凌驾于喷气式飞机之上。（超级喷火龙Ｙ）"
28,0006,第八世代,剑,宝可梦 剑／盾,能够喷出猛烈的火焰，仿佛连岩石都能烤焦。有时会引发森林火灾。超极巨化之力不仅让喷火龙变得更加巨大，还让它获得了熊熊燃烧的翅膀。（超极巨化）
29,0006,第八世代,盾,宝可梦 剑／盾,能用翅膀飞到距地面１４００米的高度。会吐出高温火焰。２０００度的火焰在体内形成了漩涡。当它咆哮的时候，火力还会进一步上升。（超极巨化）
30,0006,第八世代,晶灿钻石,宝可梦 晶灿钻石／明亮珍珠,据说经历过越多苦战的喷火龙，其火焰的温度就会越高。
31,0006,第八世代,明亮珍珠,宝可梦 晶灿钻石／明亮珍珠,据说经历过越多苦战的喷火龙，其火焰的温度就会越高。
32,0006,第九世代,朱,宝可梦 朱／紫,当喷火龙真的生气时，它的尾巴前端就会燃起青白色的火焰。
33,0006,第九世代,紫,宝可梦 朱／紫,用翅膀在高空翱翔。积累的战斗经验越多，火焰的温度越高。
1,0007,第一世代,红,宝可梦 红／绿／蓝,当它把长长的脖子缩回壳里时，会顺势发射出力道强劲的水枪。
2,0007,第一世代,绿,宝可梦 红／绿／蓝,当它把长长的脖子缩回壳里时，会顺势发射出力道强劲的水枪。
3,0007,第一世代,蓝,宝可梦 红／绿／蓝,出生后背部会隆起成为坚硬的甲壳。能从口中吐出强力的泡沫。
4,0007,第一世代,皮卡丘,宝可梦 皮卡丘,通过从水面喷水来捕食。在危急时刻会将四肢缩入龟壳里保护自己。
5,0007,第二世代,金,宝可梦 金／银,刚出生时柔软的甲壳会马上变得有弹性，足以弹开戳下来的手指。
6,0007,第二世代,银,宝可梦 金／银,出生后需要一段时间才会变硬的龟甲，十分富有弹性，即使用指头按压，放开后也能马上恢复原状。*
7,0007,第二世代,水晶版,宝可梦 水晶版,当它遇到危险的时候，会将四肢收回龟壳里保护自己，同时从嘴里喷出水来。
8,0007,第三世代,红宝石,宝可梦 红宝石／蓝宝石,甲壳的作用不仅仅是用来保护自己。它圆润的外形和表面的沟槽会减小水的阻力，使它能快速地游动。
9,0007,第三世代,蓝宝石,宝可梦 红宝石／蓝宝石,甲壳的作用不仅仅是用来保护自己。它圆润的外形和表面的沟槽会减小水的阻力，使它能快速地游动。
10,0007,第三世代,绿宝石,宝可梦 绿宝石,甲壳的作用不仅仅是用来保护自己。它圆润的外形和表面的沟槽会减小水的阻力，使它能快速地游动。
11,0007,第三世代,火红,宝可梦 火红／叶绿,当它把长长的脖子缩回壳里时，会顺势发射出力道强劲的水枪。
12,0007,第三世代,叶绿,宝可梦 火红／叶绿,出生后背部会隆起成为坚硬的甲壳。能从口中吐出强力的泡沫。
13,0007,第四世代,钻石,宝可梦 钻石／珍珠,它会躲进甲壳里保护自己。会抓住对手的破绽，用喷水来反击。
14,0007,第四世代,珍珠,宝可梦 钻石／珍珠,它会躲进甲壳里保护自己。会抓住对手的破绽，用喷水来反击。
15,0007,第四世代,白金,宝可梦 白金,它会躲进甲壳里保护自己。会抓住对手的破绽，用喷水来反击。
16,0007,第四世代,心金,宝可梦 心金／魂银,刚出生时柔软的甲壳会马上变得有弹性，足以弹开戳下来的手指。
17,0007,第四世代,魂银,宝可梦 心金／魂银,出生后需要一段时间才会变硬的龟甲，十分富有弹性，即使用指头按压，放开后也能马上恢复原状。*
18,0007,第五世代,黑,宝可梦 黑／白,它会躲进甲壳里保护自己。会抓住对手的破绽，用喷水来反击。
19,0007,第五世代,白,宝可梦 黑／白,它会躲进甲壳里保护自己。会抓住对手的破绽，用喷水来反击。
20,0007,第五世代,黑２,宝可梦 黑２／白２,它会躲进甲壳里保护自己。会抓住对手的破绽，用喷水来反击。
21,0007,第五世代,白２,宝可梦 黑２／白２,它会躲进甲壳里保护自己。会抓住对手的破绽，用喷水来反击。
22,0007,第六世代,Ｘ,宝可梦 Ｘ／Ｙ,它会躲进甲壳里保护自己。会抓住对手的破绽，用喷水来反击。
23,0007,第六世代,Ｙ,宝可梦 Ｘ／Ｙ,通过从水面喷水来捕食。在危急时刻会将四肢缩入龟壳里保护自己。
24,0007,第六世代,欧米伽红宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,甲壳的作用不仅仅是用来保护自己。它圆润的外形和表面的沟槽会减小水的阻力，使它能快速地游动。
25,0007,第六世代,阿尔法蓝宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,甲壳的作用不仅仅是用来保护自己。它圆润的外形和表面的沟槽会减小水的阻力，使它能快速地游动。
26,0007,第七世代,Let's Go! 皮卡丘,精灵宝可梦 Let's Go! 皮卡丘／Let's Go! 伊布,通过从水面喷水来捕食。在危急时刻会将四肢缩入龟壳里保护自己。
27,0007,第七世代,Let's Go! 伊布,精灵宝可梦 Let's Go! 皮卡丘／Let's Go! 伊布,通过从水面喷水来捕食。在危急时刻会将四肢缩入龟壳里保护自己。
28,0007,第八世代,剑,宝可梦 剑／盾,当它把长长的脖子缩回壳里时，会顺势发射出力道强劲的水枪。
29,0007,第八世代,盾,宝可梦 剑／盾,当它遇到危险的时候，会将四肢收回龟壳里保护自己，同时从嘴里喷出水来。
30,0007,第八世代,晶灿钻石,宝可梦 晶灿钻石／明亮珍珠,它会躲进甲壳里保护自己。会抓住对手的破绽，用喷水来反击。
31,0007,第八世代,明亮珍珠,宝可梦 晶灿钻石／明亮珍珠,它会躲进甲壳里保护自己。会抓住对手的破绽，用喷水来反击。
32,0007,第九世代,朱,宝可梦 朱／紫,出生后背部会隆起成为坚硬的甲壳。能从口中吐出强力的泡沫。
33,0007,第九世代,紫,宝可梦 朱／紫,刚出生时柔软的甲壳会马上变得有弹性，足以弹开戳下来的手指。
1,0008,第一世代,红,宝可梦 红／绿／蓝,作为宠物来说，活得比人类还久。另外，它膨大的尾巴是长寿象征。*
2,0008,第一世代,绿,宝可梦 红／绿／蓝,作为宠物来说，活得比人类还久。另外，它膨大的尾巴是长寿象征。*
3,0008,第一世代,蓝,宝可梦 红／绿／蓝,经常潜伏在水中伺机袭击猎物。高速游泳时会用耳朵来保持平衡。
4,0008,第一世代,皮卡丘,宝可梦 皮卡丘,如果拍打它的头部，它会把头缩进壳里，但尾巴还是会露出来一点点。
5,0008,第二世代,金,宝可梦 金／银,被视为长寿的象征。如果卡咪龟的壳上长着苔藓，代表它已经活了非常久了。
6,0008,第二世代,银,宝可梦 金／银,会灵巧地摆动自己毛茸茸的耳朵和尾巴，借此在水中保持平衡。
7,0008,第二世代,水晶版,宝可梦 水晶版,长而蓬松的尾巴是长寿的象征，深受长者的喜爱。
8,0008,第三世代,红宝石,宝可梦 红宝石／蓝宝石,长满蓬松毛发的大尾巴的颜色，会随着年龄的增长而越变越深。甲壳上的伤痕是强者的证明。
9,0008,第三世代,蓝宝石,宝可梦 红宝石／蓝宝石,长满蓬松毛发的大尾巴的颜色，会随着年龄的增长而越变越深。甲壳上的伤痕是强者的证明。
10,0008,第三世代,绿宝石,宝可梦 绿宝石,长满蓬松毛发的大尾巴的颜色，会随着年龄的增长而越变越深。甲壳上的伤痕是强者的证明。
11,0008,第三世代,火红,宝可梦 火红／叶绿,作为宠物来说，活得比人类还久。另外，它膨大的尾巴是长寿象征。*
12,0008,第三世代,叶绿,宝可梦 火红／叶绿,经常潜伏在水中伺机袭击猎物。高速游泳时会用耳朵来保持平衡。
13,0008,第四世代,钻石,宝可梦 钻石／珍珠,据说它有着１万年的寿命。蓬松的尾巴是长寿的象征，深受人们的喜爱。
14,0008,第四世代,珍珠,宝可梦 钻石／珍珠,据说它有着１万年的寿命。蓬松的尾巴是长寿的象征，深受人们的喜爱。
15,0008,第四世代,白金,宝可梦 白金,据说它有着１万年的寿命。蓬松的尾巴是长寿的象征，深受人们的喜爱。
16,0008,第四世代,心金,宝可梦 心金／魂银,被视为长寿的象征。如果卡咪龟的壳上长着苔藓，代表它已经活了非常久了。
17,0008,第四世代,魂银,宝可梦 心金／魂银,会灵巧地摆动自己毛茸茸的耳朵和尾巴，借此在水中保持平衡。
18,0008,第五世代,黑,宝可梦 黑／白,据说它有着１万年的寿命。蓬松的尾巴是长寿的象征，深受人们的喜爱。
19,0008,第五世代,白,宝可梦 黑／白,据说它有着１万年的寿命。蓬松的尾巴是长寿的象征，深受人们的喜爱。
20,0008,第五世代,黑２,宝可梦 黑２／白２,据说它有着１万年的寿命。蓬松的尾巴是长寿的象征，深受人们的喜爱。
21,0008,第五世代,白２,宝可梦 黑２／白２,据说它有着１万年的寿命。蓬松的尾巴是长寿的象征，深受人们的喜爱。
22,0008,第六世代,Ｘ,宝可梦 Ｘ／Ｙ,被“啪”地打到头的时候，它就会缩起身体躲进甲壳里。但是会露出一小段尾巴呢。
23,0008,第六世代,Ｙ,宝可梦 Ｘ／Ｙ,据说它有着１万年的寿命。蓬松的尾巴是长寿的象征，深受人们的喜爱。
24,0008,第六世代,欧米伽红宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,长满蓬松毛发的大尾巴的颜色，会随着年龄的增长而越变越深。甲壳上的伤痕是强者的证明。
25,0008,第六世代,阿尔法蓝宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,长满蓬松毛发的大尾巴的颜色，会随着年龄的增长而越变越深。甲壳上的伤痕是强者的证明。
26,0008,第七世代,Let's Go! 皮卡丘,精灵宝可梦 Let's Go! 皮卡丘／Let's Go! 伊布,如果拍打它的头部，它会把头缩进壳里，但尾巴还是会露出来一点点。
27,0008,第七世代,Let's Go! 伊布,精灵宝可梦 Let's Go! 皮卡丘／Let's Go! 伊布,如果拍打它的头部，它会把头缩进壳里，但尾巴还是会露出来一点点。
28,0008,第八世代,剑,宝可梦 剑／盾,被视为长寿的象征。如果卡咪龟的壳上长着苔藓，代表它已经活了非常久了。
29,0008,第八世代,盾,宝可梦 剑／盾,会灵巧地摆动自己毛茸茸的耳朵和尾巴，借此在水中保持平衡。
30,0008,第八世代,晶灿钻石,宝可梦 晶灿钻石／明亮珍珠,据说它有着１万年的寿命。蓬松的尾巴是长寿的象征，深受人们的喜爱。
31,0008,第八世代,明亮珍珠,宝可梦 晶灿钻石／明亮珍珠,据说它有着１万年的寿命。蓬松的尾巴是长寿的象征，深受人们的喜爱。
32,0008,第九世代,朱,宝可梦 朱／紫,长而蓬松的尾巴是长寿的象征，深受长者的喜爱。
33,0008,第九世代,紫,宝可梦 朱／紫,经常潜伏在水中伺机袭击猎物。高速游泳时会用耳朵来保持平衡。
1,0009,第一世代,红,宝可梦 红／绿／蓝,身体很重，压住对手后就能让对手昏厥。遇到危险时会躲进壳里。
2,0009,第一世代,绿,宝可梦 红／绿／蓝,身体很重，压住对手后就能让对手昏厥。遇到危险时会躲进壳里。
3,0009,第一世代,蓝,宝可梦 红／绿／蓝,甲壳上有喷射口，是个会以火箭般气势冲向对手的厉害家伙。
4,0009,第一世代,皮卡丘,宝可梦 皮卡丘,一旦锁定了目标，它会以超越了消防水枪的力道来喷水。
5,0009,第二世代,金,宝可梦 金／银,为了能抵挡住喷射水时的后坐力，它故意增加了体重。
6,0009,第二世代,银,宝可梦 金／银,从龟壳上的大炮里放出的喷射水流足以贯穿厚实的铁板。
7,0009,第二世代,水晶版,宝可梦 水晶版,从后背的喷射口中喷出强力的水柱，稳稳地站立在大地上。*
8,0009,第三世代,红宝石,宝可梦 红宝石／蓝宝石,甲壳上的喷射口能够精准地瞄准目标。打出的水弹可以命中５０米外的空罐子。
9,0009,第三世代,蓝宝石,宝可梦 红宝石／蓝宝石,甲壳上的喷射口能够精准地瞄准目标。打出的水弹可以命中５０米外的空罐子。
10,0009,第三世代,绿宝石,宝可梦 绿宝石,甲壳上的喷射口能够精准地瞄准目标。打出的水弹可以命中５０米外的空罐子。
11,0009,第三世代,火红,宝可梦 火红／叶绿,身体很重，压住对手后就能让对手昏厥。遇到危险时会躲进壳里。
12,0009,第三世代,叶绿,宝可梦 火红／叶绿,甲壳上有喷射口，是个会以火箭般气势冲向对手的厉害家伙。
13,0009,第四世代,钻石,宝可梦 钻石／珍珠,从甲壳上的大炮里放出的水流威力十足，一击就能贯穿厚实的铁板。
14,0009,第四世代,珍珠,宝可梦 钻石／珍珠,从甲壳上的大炮里放出的水流威力十足，一击就能贯穿厚实的铁板。
15,0009,第四世代,白金,宝可梦 白金,从甲壳上的大炮里放出的水流威力十足，一击就能贯穿厚实的铁板。
16,0009,第四世代,心金,宝可梦 心金／魂银,为了能抵挡住喷射水时的后坐力，它故意增加了体重。
17,0009,第四世代,魂银,宝可梦 心金／魂银,从龟壳上的大炮里放出的喷射水流足以贯穿厚实的铁板。
18,0009,第五世代,黑,宝可梦 黑／白,从甲壳上的大炮里放出的水流威力十足，一击就能贯穿厚实的铁板。
19,0009,第五世代,白,宝可梦 黑／白,从甲壳上的大炮里放出的水流威力十足，一击就能贯穿厚实的铁板。
20,0009,第五世代,黑２,宝可梦 黑２／白２,从甲壳上的大炮里放出的水流威力十足，一击就能贯穿厚实的铁板。
21,0009,第五世代,白２,宝可梦 黑２／白２,从甲壳上的大炮里放出的水流威力十足，一击就能贯穿厚实的铁板。
